0.0000;2.0000
0.1075;1.9883
0.2099;1.9538
0.3026;1.8980
0.3811;1.8237
0.4418;1.7342
0.4818;1.6338
0.4993;1.5271
0.4934;1.4191
0.4645;1.3149
0.4138;1.2194
0.3438;1.1370
0.2578;1.0716
0.1597;1.0262
0.0541;1.0029
-0.0541;1.0029
-0.1597;1.0262
-0.2578;1.0716
-0.3438;1.1370
-0.4138;1.2194
-0.4645;1.3149
-0.4934;1.4191
-0.4993;1.5271
-0.4818;1.6338
-0.4418;1.7342
-0.3811;1.8237
-0.3026;1.8980
-0.2099;1.9538
-0.1075;1.9883
-0.0000;2.0000










