0,2.5
0.001,2.4553
0.002,2.4368
0.003,2.4226
0.004,2.4106
0.005,2.4001
0.006,2.3906
0.007,2.3819
0.008,2.3738
0.009,2.3661
0.01,2.3589
0.011,2.3521
0.012,2.3455
0.013,2.3393
0.014,2.3333
0.015,2.3274
0.016,2.3218
0.017,2.3164
0.018,2.3111
0.019,2.306
0.02,2.301
0.021,2.2961
0.022,2.2914
0.023,2.2868
0.024,2.2822
0.025,2.2778
0.026,2.2735
0.027,2.2692
0.028,2.265
0.029,2.2609
0.03,2.2569
0.031,2.2529
0.032,2.249
0.033,2.2452
0.034,2.2415
0.035,2.2378
0.036,2.2341
0.037,2.2305
0.038,2.227
0.039,2.2235
0.04,2.22
0.041,2.2166
0.042,2.2132
0.043,2.2099
0.044,2.2066
0.045,2.2034
0.046,2.2002
0.047,2.197
0.048,2.1939
0.049,2.1908
0.05,2.1878
0.051,2.1847
0.052,2.1817
0.053,2.1788
0.054,2.1758
0.055,2.1729
0.056,2.1701
0.057,2.1672
0.058,2.1644
0.059,2.1616
0.06,2.1588
0.061,2.1561
0.062,2.1534
0.063,2.1507
0.064,2.148
0.065,2.1454
0.066,2.1427
0.067,2.1401
0.068,2.1375
0.069,2.135
0.07,2.1324
0.071,2.1299
0.072,2.1274
0.073,2.1249
0.074,2.1225
0.075,2.12
0.076,2.1176
0.077,2.1152
0.078,2.1128
0.079,2.1104
0.08,2.1081
0.081,2.1057
0.082,2.1034
0.083,2.1011
0.084,2.0988
0.085,2.0965
0.086,2.0943
0.087,2.092
0.088,2.0898
0.089,2.0876
0.09,2.0854
0.091,2.0832
0.092,2.081
0.093,2.0789
0.094,2.0767
0.095,2.0746
0.096,2.0725
0.097,2.0704
0.098,2.0683
0.099,2.0662
0.1,2.0641
0.101,2.0621
0.102,2.06
0.103,2.058
0.104,2.0559
0.105,2.0539
0.106,2.0519
0.107,2.0499
0.108,2.048
0.109,2.046
0.11,2.044
0.111,2.0421
0.112,2.0402
0.113,2.0382
0.114,2.0363
0.115,2.0344
0.116,2.0325
0.117,2.0306
0.118,2.0288
0.119,2.0269
0.12,2.025
0.121,2.0232
0.122,2.0213
0.123,2.0195
0.124,2.0177
0.125,2.0159
0.126,2.0141
0.127,2.0123
0.128,2.0105
0.129,2.0087
0.13,2.0069
0.131,2.0052
0.132,2.0034
0.133,2.0017
0.134,2
0.135,1.9982
0.136,1.9965
0.137,1.9948
0.138,1.9931
0.139,1.9914
0.14,1.9897
0.141,1.988
0.142,1.9864
0.143,1.9847
0.144,1.983
0.145,1.9814
0.146,1.9797
0.147,1.9781
0.148,1.9765
0.149,1.9748
0.15,1.9732
0.151,1.9716
0.152,1.97
0.153,1.9684
0.154,1.9668
0.155,1.9652
0.156,1.9637
0.157,1.9621
0.158,1.9605
0.159,1.959
0.16,1.9574
0.161,1.9559
0.162,1.9543
0.163,1.9528
0.164,1.9513
0.165,1.9498
0.166,1.9482
0.167,1.9467
0.168,1.9452
0.169,1.9437
0.17,1.9422
0.171,1.9408
0.172,1.9393
0.173,1.9378
0.174,1.9363
0.175,1.9349
0.176,1.9334
0.177,1.932
0.178,1.9305
0.179,1.9291
0.18,1.9276
0.181,1.9262
0.182,1.9248
0.183,1.9234
0.184,1.9219
0.185,1.9205
0.186,1.9191
0.187,1.9177
0.188,1.9163
0.189,1.915
0.19,1.9136
0.191,1.9122
0.192,1.9108
0.193,1.9094
0.194,1.9081
0.195,1.9067
0.196,1.9054
0.197,1.904
0.198,1.9027
0.199,1.9013
0.2,1.9
0.201,1.8987
0.202,1.8973
0.203,1.896
0.204,1.8947
0.205,1.8934
0.206,1.8921
0.207,1.8908
0.208,1.8895
0.209,1.8882
0.21,1.8869
0.211,1.8856
0.212,1.8843
0.213,1.883
0.214,1.8818
0.215,1.8805
0.216,1.8792
0.217,1.878
0.218,1.8767
0.219,1.8755
0.22,1.8742
0.221,1.873
0.222,1.8717
0.223,1.8705
0.224,1.8693
0.225,1.868
0.226,1.8668
0.227,1.8656
0.228,1.8644
0.229,1.8632
0.23,1.862
0.231,1.8608
